field,value
autore,"ROSMINI, ANTONIO"
collabor,"G. BONAFEDE, CURAT."
edizione,I
luogo_pub,TORINO
editore,SEI
data_pub,1963
volume,2025-01-01 00:00:00
pagine,136
formato,20
collezion,I CLASSICI DELLA FILOSOFIA
data_crea,2003-01-08 00:00:00
n_scheda,41218
segnatura,SR
noName,141.8 R5
cod_sez,FL
n_s_sez,6
autore,"ROSMINI, ANTONIO"
collabor,"DANTE MORANDO, CURAT."
edizione,I
luogo_pub,TORINO
editore,SEI
data_pub,1965
volume,2025-01-01 00:00:00
pagine,120
formato,20
collezion,I CLASSICI DELLA FILOSOFIA
note_sp,ESTRATTI
data_crea,2003-01-08 00:00:00
n_scheda,41217
segnatura,SR
noName,141.8 R4
cod_sez,FL
n_s_sez,6
autore,"ROSMINI, ANTONIO"
collabor,"C. CAVIGLIONE, CURAT."
edizione,II
luogo_pub,TORINO
editore,PARAVIA
data_pub,1945
volume,2025-01-01 00:00:00
pagine,162
formato,18
collezion,FILOSOFIA / MORALE
data_crea,2003-01-08 00:00:00
n_scheda,41216
segnatura,SR
noName,141.8 R3
cod_sez,FL
n_s_sez,6
autore,"ROSMINI, ANTONIO"
collabor,"GIOVANNI GENTILE, CURAT."
edizione,I
luogo_pub,TORINO
editore,PARAVIA
data_pub,1920
volume,2025-01-01 00:00:00
pagine,407
formato,19.5
collezion,FILOSOFIA / PEDAGOGIA
data_crea,2003-01-08 00:00:00
n_scheda,41215
segnatura,SR
noName,141.8 R2
cod_sez,FL
n_s_sez,6
autore,"ROSMINI, ANTONIO"
collabor,"CLEMENTE RIVA, CURAT."
edizione,VI
luogo_pub,BRESCIA
editore,MORCELLIANA
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,436
formato,20
collezion,FILOSOFIA
data_crea,2003-01-08 00:00:00
n_scheda,41214
segnatura,SR
noName,141.8 R1
cod_sez,FL
n_s_sez,21
autore,"ROSMINI, ANTONIO"
collabor,"UMBERTO MURATORE, CURAT."
edizione,I
luogo_pub,ROMA
editore,CITTA' NUOVA
data_pub,COPYRIGHT 1983
volume,2028-02-01 00:00:00
pagine,498
formato,24
collezion,FILOSOFIA CONTEMPORANEA
data_crea,2003-01-08 00:00:00
n_scheda,41213
segnatura,SR
noName,141.8 M2
cod_sez,FL
n_s_sez,21
autore,"MOUNIER, EMMANUEL"
collabor,"F. MAZZIARIOL, TRAD."
edizione,I
luogo_pub,REGGIO EMILIA
editore,CITTA' ARMONIOSA
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,526
formato,21
collezion,FILOSOFIA CONTEMPORANEA
data_crea,2003-01-08 00:00:00
n_scheda,41212
segnatura,SR
noName,141.8 M1
cod_sez,FL
n_s_sez,21
autore,"MOUNIER, EMMANUEL"
collabor,"G. MOTTURA, TRAD."
edizione,I
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1975
volume,2025-01-01 00:00:00
pagine,117
formato,19
collezion,FILOSOFIA CONTEMPORANEA
data_crea,2003-01-08 00:00:00
n_scheda,41211
segnatura,SR
noName,141.8 R
cod_sez,FL
n_s_sez,21
collabor,"A.V.- A. RIGOBELLO, CURAT."
edizione,I
luogo_pub,ROMA
editore,CITTA' NUOVA
data_pub,COPYRIGHT 1975
volume,2025-01-01 00:00:00
pagine,321
formato,18.5
collezion,FILOSOFIA CONTEMPORANEA
data_crea,2003-01-08 00:00:00
n_scheda,41210
segnatura,SR
noName,141.8 M
cod_sez,FL
n_s_sez,21
autore,"MOUNIER, EMMANUEL"
collabor,"A. CARDIN, TRAD."
edizione,VII
luogo_pub,ROMA
editore,A.V.E.
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,171
formato,18.5
collezion,FILOSOFIA CONTEMPORANEA
data_crea,2003-01-08 00:00:00
n_scheda,41209
segnatura,SR
noName,141.5 V1
cod_sez,FL
n_s_sez,20
autore,VOLTAIRE
collabor,"PALMIRO TOGLIATTI, CURAT."
edizione,I
luogo_pub,MILANO
editore,U.E.
data_pub,COPYRIGHT 1949
volume,2025-01-01 00:00:00
pagine,131
formato,17
collezion,FILOSOFIA
data_crea,2003-01-08 00:00:00
n_scheda,41208
segnatura,SR
noName,141.5 V
cod_sez,FL
n_s_sez,20
autore,VOLTAIRE
collabor,"M. BONFANTINI, CURAT."
edizione,III
luogo_pub,VERONA
editore,MONDADORI
data_pub,COPYRIGHT 1969
volume,2025-01-01 00:00:00
pagine,642
formato,18
collezion,FILOSOFIA
data_crea,2003-01-08 00:00:00
n_scheda,41207
segnatura,SR
noName,843.7 D
cod_sez,LE
n_s_sez,4
autore,"DIDEROT, DENIS"
collabor,"O. DEL BUONO, CURAT."
edizione,I
luogo_pub,MILANO
editore,U.E.
data_pub,COPYRIGHT 1949
volume,2025-01-01 00:00:00
pagine,96
formato,17
collezion,LETTERATURA FRANCESE
data_crea,2003-01-08 00:00:00
n_scheda,41206
segnatura,SR
noName,140.6 G3
cod_sez,FL
n_s_sez,20
autore,GALILEO
collabor,"A.C. JEMOLO, CURAT."
edizione,NV. ED.
luogo_pub,FIRENZE
editore,VALLECCHI
data_pub,COPYRIGHT 1930
volume,2025-01-01 00:00:00
pagine,170
formato,20
collezion,CLASSICI ITALIANI COMMENTATI
data_crea,2003-01-08 00:00:00
n_scheda,41205
segnatura,SR
noName,140.6 G2
cod_sez,FL
n_s_sez,20
autore,GALILEO
collabor,"M. DAL PRA, CURAT."
edizione,II
luogo_pub,VERONA
editore,LA SCALIGERA
data_pub,COPYRIGHT 1940
volume,2025-01-01 00:00:00
pagine,205
formato,20
collezion,CLASSICI DI FILOSOFIA E DEDAGOGIA
data_crea,2003-01-08 00:00:00
n_scheda,41204
segnatura,SR
noName,140.6 G1
cod_sez,FL
n_s_sez,20
autore,GALILEO
collabor,"A. BANFI, CURAT."
edizione,V
luogo_pub,FIRENZE
editore,LA NUOVA ITALIA
data_pub,COPYRIGHT 1963
volume,2025-01-01 00:00:00
pagine,210
formato,20
collezion,PENSATORI ANTICHI E MODERNI N. 4
data_crea,2003-01-08 00:00:00
n_scheda,41203
segnatura,SR
noName,140.6 G
cod_sez,FL
n_s_sez,20
autore,GALILEO
collabor,"M.L. CERVINI,CURAT."
edizione,II
luogo_pub,TORINO
editore,SEI
data_pub,COPYRIGHT 1955
volume,2025-01-01 00:00:00
pagine,220
formato,21
collezion,I CLASSICI DELLA FILOSOFIA - M.F. SCIACCA
data_crea,2003-01-08 00:00:00
n_scheda,41202
segnatura,SR
noName,140.5 C2
cod_sez,FL
n_s_sez,20
autore,"CAPPELLO, CARLO"
edizione,I
luogo_pub,TORINO
editore,SEI
data_pub,COPYRIGHT 1948
volume,2025-01-01 00:00:00
pagine,70
formato,19
collezion,LINEA RECTA BREVISSIMA
data_crea,2003-01-08 00:00:00
n_scheda,41201
segnatura,SR
noName,140.5 V1
cod_sez,FL
n_s_sez,5
autore,"VICO, GIAMBATTISTA"
collabor,"A. GUZZO, CURAT."
edizione,I
luogo_pub,NAPOLI
editore,LOFFREDO
data_pub,1935
volume,2025-01-01 00:00:00
pagine,146
formato,20
collezion,OPERE DI FILOSOFIA
data_crea,2003-01-07 00:00:00
n_scheda,41200
segnatura,SR
noName,140.5 V
cod_sez,FL
n_s_sez,5
autore,"VICO, GIAMBATTISTA"
edizione,I
luogo_pub,MILANO
editore,LIBR. ED. PERELLI
data_pub,1857
volume,2025-01-01 00:00:00
pagine,440
formato,18.5
collezion,OPERE DI FILOSOFIA
data_crea,2003-01-07 00:00:00
n_scheda,41199
segnatura,SR
noName,140.5 M
cod_sez,FL
n_s_sez,5
autore,"MORE, THOMAS"
collabor,"L. FIRPO, CURAT."
edizione,I
luogo_pub,TORINO
editore,U.T.E.T.
data_pub,COPYRIGHT 1971
volume,2025-01-01 00:00:00
pagine,191
illustr,ILL. TAVOLE
formato,24
collezion,STRENNA UTET 1971
data_crea,2003-01-07 00:00:00
n_scheda,41198
segnatura,SR
noName,140.5 E2
cod_sez,FL
n_s_sez,5
autore,"ERASMO, DA ROTTERDAM"
collabor,"L. FIRPO, CURAT."
edizione,I
luogo_pub,TORINO
editore,U.T.E.T.
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,208
illustr,ILL. TAVOLE
formato,24
collezion,STRENNA UTET 1968
data_crea,2003-01-07 00:00:00
n_scheda,41197
segnatura,SR
noName,140.5 E1
cod_sez,FL
n_s_sez,5
autore,"ERASMO, DA ROTTERDAM"
collabor,G.ZAPPACOSTA
edizione,I
luogo_pub,MILANO
editore,CURCIO
data_pub,COPYRIGHT 1967
volume,2025-01-01 00:00:00
pagine,241
illustr,TESTO LATINO A FRONTE
formato,24
collezion,I CLASSICI ILLUSTRATI N.4
data_crea,2003-01-07 00:00:00
n_scheda,41196
segnatura,SR
noName,140.5 E
cod_sez,FL
n_s_sez,20
autore,"ERASMO, DA ROTTERDAM"
collabor,"C. BASEGGIO, CURAT."
edizione,I
luogo_pub,TORINO
editore,U.T.E.T.
data_pub,COPYRIGHT 1957
volume,2025-01-01 00:00:00
pagine,221
illustr,"ILL., TAVOLE"
formato,I9
collezion,I GRANDI SCRITTORI STRANIERI
data_crea,2003-01-07 00:00:00
n_scheda,41195
segnatura,SR
noName,140.5 B
cod_sez,FL
n_s_sez,20
collabor,"MORO, CAMPANELLA, BACONE"
edizione,I
luogo_pub,TORINO
editore,LOESCHER
data_pub,COPYRIGHT 1958
volume,2025-01-01 00:00:00
pagine,182
formato,21
collezion,I CLASSICI DELLA FILOSOFIA
note_sp,COLL. DIRETTA DA F. LOMBARDI
data_crea,2003-01-07 00:00:00
n_scheda,41194
segnatura,SR
noName,140.5 C1
cod_sez,FL
n_s_sez,20
autore,"CAMPANELLA, TOMMASO"
collabor,"A. ROMANO,TRAD."
edizione,I
luogo_pub,TORINO
editore,SEI
data_pub,COPYRIGHT 1953
volume,2025-01-01 00:00:00
pagine,"XV,98"
formato,21
collezion,I CLASSICI DELLA FILOSOFIA
note_sp,COLL. DIRETTA DA M.F. SCIACCA
data_crea,2003-01-07 00:00:00
n_scheda,41193
segnatura,SR
noName,140.5 C
cod_sez,FL
n_s_sez,20
autore,"CAMPANELLA, TOMMASO"
collabor,"L. FIRPO, CURAT."
edizione,I
luogo_pub,TORINO
editore,U.T.E.T.
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,195
illustr,"TAVOLE , ILL."
formato,24
collezion,FILOSOFIA
data_crea,2003-01-07 00:00:00
n_scheda,41192
segnatura,SR
noName,137 M1
cod_sez,PS
n_s_sez,13
autore,"MORETTI, GIROLAMO"
edizione,I
luogo_pub,PADOVA
editore,MESSAGGERO
data_pub,COPYRIGHT 1952
volume,2025-01-01 00:00:00
pagine,409
formato,21
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41191
segnatura,SR
noName,137 M
cod_sez,PS
n_s_sez,13
autore,"MORETTI, GIROLAMO"
edizione,I
luogo_pub,PADOVA
editore,MESSAGGERO
data_pub,COPYRIGHT 1964
volume,2025-01-01 00:00:00
pagine,659
illustr,TAVOLA
formato,25
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41190
segnatura,SR
noName,137 F
cod_sez,PS
n_s_sez,13
autore,"FOIX, PIERRE"
edizione,I
luogo_pub,TORINO
editore,GRIBAUDI
data_pub,COPYRIGHT 1975
volume,2025-01-01 00:00:00
pagine,158
formato,19
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41189
segnatura,SR
noName,133.9 E
cod_sez,R
n_s_sez,5
collabor,DI G.H. ESTABROOKS
edizione,I
luogo_pub,ROMA
editore,ED. MEDITERRANEE
data_pub,1947
volume,2025-01-01 00:00:00
pagine,224
formato,21
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41188
segnatura,SR
noName,133.9 F
cod_sez,R
n_s_sez,5
collabor,DI FRATE FUOCO
edizione,II
luogo_pub,ALBA
editore,S. PAOLO
data_pub,1941
volume,2025-01-01 00:00:00
pagine,467
formato,19
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41187
segnatura,SR
noName,133.8 R
cod_sez,R
n_s_sez,5
autore,"ROGIER, ALBERTO"
edizione,I
luogo_pub,ROMA
editore,DELL'ARCO
data_pub,COPYRIGHT 1970
volume,2025-01-01 00:00:00
pagine,142
illustr,"ILL., TAVOLE"
formato,22
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41186
segnatura,SR
noName,133.8 C
cod_sez,R
n_s_sez,5
autore,"CARINGTON, WHATELY"
collabor,"D.O. CAPRIN, TRAD."
edizione,I
luogo_pub,ROMA
editore,ASTROLABIO
data_pub,COPYRIGHT 1972
volume,2025-01-01 00:00:00
pagine,223
formato,22
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41185
segnatura,SR
noName,133 T
cod_sez,R
n_s_sez,5
autore,"TALAMONTI, LEO"
edizione,I
luogo_pub,MILANO
editore,CLUB D. LETTORI
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,467
illustr,"TAVOLE, FOTO"
formato,24
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41184
segnatura,SR
noName,133 S1
cod_sez,R
n_s_sez,5
autore,"DI SIMONE, GIORGIO"
edizione,I
luogo_pub,GARDOLO DI TRENTO
editore,REVERDITO
data_pub,COPYRIGHT 1987
volume,2025-01-01 00:00:00
pagine,179
illustr,TAVOLE
formato,21.5
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41183
segnatura,SR
noName,133 P
cod_sez,R
n_s_sez,5
autore,"PAVESE, ARMANDO"
edizione,II
luogo_pub,CASALE MONF.
editore,PIEMME
data_pub,COPYRIGHT 1995
volume,2025-01-01 00:00:00
pagine,261
illustr,TAVOLE
formato,24
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41182
segnatura,SR
noName,133 N2
cod_sez,R
n_s_sez,5
autore,"NARDINI, BRUNO"
edizione,I
luogo_pub,FIRENZE
editore,CENTRO INTERNAZ. D. LIBRO
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,380
illustr,TAVOLE
formato,24
collezion,METAPSICHICA
data_crea,2003-01-07 00:00:00
n_scheda,41181
segnatura,SR
noName,133 S
cod_sez,R
n_s_sez,5
autore,"SELIGMANN, KURT"
collabor,"G. IANNUZZI, TRAD."
edizione,I
luogo_pub,FIRENZE
editore,CASINI ED.
data_pub,COPYRIGHT 1972
volume,2025-01-01 00:00:00
pagine,491
illustr,ILL. TAVOLE
formato,24
collezion,I VERDE DELLA MAGIA N. 12
data_crea,2003-01-07 00:00:00
n_scheda,41180
segnatura,SR
noName,133.4 K
cod_sez,R
n_s_sez,5
autore,"KERNER, JUSTINUS"
collabor,"B. ROMAGNOLI GIGLIOTTI, TRAD."
edizione,I
luogo_pub,ROMA
editore,ED. D. GATTOPARDO
data_pub,COPYRIGHT 1972
volume,2025-01-01 00:00:00
pagine,301
formato,21
collezion,I VERDE DELLA MAGIA N. 12
data_crea,2003-01-07 00:00:00
n_scheda,41179
segnatura,SR
noName,813.9 F6
cod_sez,R
n_s_sez,5
autore,"DE FELITTA, FRANK"
collabor,M. GIARDINI OZZOLA
edizione,I
luogo_pub,MILANO
editore,CLUB D. EDITORI
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,360
formato,21
collezion,"ROMANZO SUL ""PARANORMALE"""
data_crea,2003-01-07 00:00:00
n_scheda,41178
segnatura,SR
noName,133 C3
cod_sez,R
n_s_sez,5
autore,"CENTINI, MASSIMO"
titolo,IL RITORNO DELL'ANTICRISTO SULLE TRACCE DEL MESSIA MALVAGIO
edizione,I
luogo_pub,CASALE MONF.
editore,PIEMME
data_pub,COPYRIGHT 1996
volume,2025-01-01 00:00:00
pagine,320
formato,22
collezion,COLLANA MONDO FUTURO
data_crea,2003-01-07 00:00:00
n_scheda,41177
segnatura,SR
noName,133 C2
cod_sez,R
n_s_sez,5
autore,"CAVENDISH, RICHARD"
collabor,"S. FUSCO, TRAD."
edizione,I
luogo_pub,ROMA
editore,EUROCLUB
data_pub,COPYRIGHT 1984
volume,2025-02-02 00:00:00
pagine,220
formato,21.5
collezion,COLLANA MONDI SCONOSCIUTI
data_crea,2003-01-07 00:00:00
n_scheda,41176
segnatura,SR
noName,133 C1
cod_sez,R
n_s_sez,5
autore,"CAVENDISH, RICHARD"
collabor,"S. FUSCO, TRAD."
edizione,I
luogo_pub,ROMA
editore,EUROCLUB
data_pub,COPYRIGHT 1984
volume,2025-01-01 00:00:00
pagine,232
formato,21.5
collezion,COLLANA MONDI SCONOSCIUTI
data_crea,2003-01-07 00:00:00
n_scheda,41175
segnatura,SR
noName,133 N1
cod_sez,R
n_s_sez,5
autore,NOSTRADAMUS
collabor,"CARLO PATRIAN, CURAT."
edizione,VIII
luogo_pub,ROMA
editore,MEDITERRANEE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,359
illustr,TAVOLE
formato,24
collezion,COLLANA MONDI SCONOSCIUTI
data_crea,2003-01-07 00:00:00
n_scheda,41174
segnatura,SR
noName,133 N
cod_sez,R
n_s_sez,5
autore,NOSTRADAMUS
collabor,PAOLO CORTESI
edizione,II
luogo_pub,ROMA
editore,NEWTON
data_pub,COPYRIGHT 1997
volume,2025-01-01 00:00:00
pagine,100
formato,20
collezion,COLLANA MONDI SCONOSCIUTI
data_crea,2003-01-07 00:00:00
n_scheda,41173
segnatura,SR
noName,133 D
cod_sez,R
n_s_sez,5
autore,NOSTRADAMUS
collabor,"FIORELLA DOMENIGHINI, CURAT."
edizione,I
luogo_pub,MILANO
editore,DE VECCHI
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,175
formato,21
collezion,COLLANA MONDI SCONOSCIUTI
data_crea,2003-01-07 00:00:00
n_scheda,41172
segnatura,SR
noName,133 B4
cod_sez,R
n_s_sez,5
autore,NOSTRADAMUS
collabor,"RENUCCIO BOSCOLO, CURAT."
edizione,II
luogo_pub,TORINO
editore,MEB
data_pub,COPYRIGHT 1972
volume,2025-01-01 00:00:00
pagine,254
formato,22
collezion,COLLANA MONDI SCONOSCIUTI N. 4
data_crea,2003-01-07 00:00:00
n_scheda,41171
segnatura,SR
noName,133 B3
cod_sez,R
n_s_sez,5
autore,NOSTRADAMUS
collabor,"RENUCCIO BOSCOLO, CURAT."
edizione,II
luogo_pub,TORINO
editore,MEB
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,153
formato,21
collezion,COLLANA MONDI SCONOSCIUTI N. 29
data_crea,2003-01-07 00:00:00
n_scheda,41170
segnatura,SR
noName,133 B2
cod_sez,R
n_s_sez,5
autore,NOSTRADAMUS
collabor,"RENUCCIO BOSCOLO, CURAT."
edizione,I
luogo_pub,TORINO
editore,PIEMONTE IN BANCARELLA
data_pub,COPYRIGHT 1993
volume,2025-01-01 00:00:00
pagine,204
formato,21
collezion,STUDI METAPSICHICI
data_crea,2003-01-07 00:00:00
n_scheda,41169
segnatura,SR
noName,133 C
cod_sez,R
n_s_sez,5
autore,"CARPI, PIER"
edizione,I
luogo_pub,ROMA
editore,MEDITERRANEE
data_pub,COPYRIGHT 1976
volume,2025-01-01 00:00:00
pagine,169
formato,20
collezion,STUDI METAPSICHICI
data_crea,2003-01-07 00:00:00
n_scheda,41168
segnatura,SR
noName,133 B1
cod_sez,R
n_s_sez,5
autore,"BOZZANO, ERNESTO"
edizione,II
luogo_pub,MILANO
editore,FR. BOCCA
data_pub,1953
volume,2025-02-02 00:00:00
pagine,410
formato,21
collezion,STUDI METAPSICHICI
data_crea,2003-01-07 00:00:00
n_scheda,41167
segnatura,SR
noName,133 B
cod_sez,R
n_s_sez,5
autore,"BOZZANO, ERNESTO"
edizione,I
luogo_pub,VERONA
editore,L'ALBERO
data_pub,1941
volume,2025-01-01 00:00:00
pagine,346
formato,21
collezion,STUDI METAPSICHICI
data_crea,2003-01-07 00:00:00
n_scheda,41166
segnatura,SR
noName,109.7 AV1
cod_sez,FL
n_s_sez,9
collabor,A.V.
edizione,I
luogo_pub,ROMA
editore,ED. DL ATENEO
data_pub,COPYRIGHT 1971
volume,2025-01-01 00:00:00
pagine,374
formato,25
collezion,SOCIETA' FILOSOFICA ITALIANA / ATTI DEL XXII CONGR
note_sp,SOFIA /PADOVA 24-27 APRILE 1969
data_crea,2003-01-04 00:00:00
n_scheda,41165
segnatura,SR
noName,128 F
cod_sez,FL
n_s_sez,9
autore,"FABRO, CORNELIO"
edizione,I
luogo_pub,ROMA
editore,STUDIUM
data_pub,COPYRIGHT 1955
volume,2025-01-01 00:00:00
pagine,348
formato,19
collezion,FILOSOFIA ANTROPOLOGICA
data_crea,2003-01-04 00:00:00
n_scheda,41164
segnatura,SR
noName,120 C2
cod_sez,FL
n_s_sez,8
autore,"CALOGERO, GUIDO"
titolo,LEZIONI DI FILOSOFIA III. ESTETICA
edizione,II. 1 RIST.
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1960
volume,2025-03-03 00:00:00
pagine,392
formato,21.5
collezion,FILOSOFIA
data_crea,2003-01-04 00:00:00
n_scheda,41163
segnatura,SR
noName,120 C1
cod_sez,FL
n_s_sez,8
autore,"CALOGERO, GUIDO"
titolo,LEZIONI DI FILOSOFIA II.ETICA
edizione,II. 1 RIST.
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1960
volume,2025-03-02 00:00:00
pagine,366
formato,21.5
collezion,FILOSOFIA
data_crea,2003-01-04 00:00:00
n_scheda,41162
segnatura,SR
noName,120 C
cod_sez,FL
n_s_sez,8
autore,"CALOGERO, GUIDO"
titolo,LEZIONI DI FILOSOFIA I.LOGICA
edizione,II. 1 RIST.
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1960
volume,2025-03-01 00:00:00
pagine,278
formato,21.5
collezion,FILOSOFIA
data_crea,2003-01-04 00:00:00
n_scheda,41161
segnatura,SR
noName,114 P
cod_sez,FL
n_s_sez,8
autore,"PLANCK, MAX"
collabor,"E. PERSICO, TRAD."
edizione,III
luogo_pub,TORINO
editore,EINAUDI
data_pub,1943
volume,2025-01-01 00:00:00
pagine,295
formato,22
collezion,FILOSOFIA E SCIENZA
data_crea,2003-01-04 00:00:00
n_scheda,41160
segnatura,SR
noName,111.8 Z
cod_sez,FL
n_s_sez,14
autore,"ZONTA, GIUSEPPE"
edizione,I
luogo_pub,TORINO
editore,PARAVIA
data_pub,COPYRIGHT 1938
volume,2025-01-01 00:00:00
pagine,120
formato,20
collezion,ESTETICA
data_crea,2003-01-04 00:00:00
n_scheda,41159
segnatura,SR
noName,111.8 C
cod_sez,FL
n_s_sez,14
autore,"DE CRESCENZO, GIOVANNI"
edizione,I
luogo_pub,NAPOLI
editore,E.S.I.
data_pub,COPYRIGHT 1958
volume,2025-01-01 00:00:00
pagine,179
formato,26
collezion,ESTETICA
data_crea,2003-01-04 00:00:00
n_scheda,41158
segnatura,SR
noName,111.8 AV
cod_sez,FL
n_s_sez,14
collabor,A.V.
edizione,I
luogo_pub,TORINO
editore,RIVISTA DI ESTETICA
data_pub,COPYRIGHT 1988
volume,2025-01-01 00:00:00
pagine,243
formato,23.5
collezion,ESTETICA
note_sp,RIVISTA N. 26-27 ANNO XXVII
data_crea,2003-01-04 00:00:00
n_scheda,41157
segnatura,SR
noName,101 M
cod_sez,FL
n_s_sez,16
autore,"MONDIN, BATTISTA"
edizione,IV -2 RIST.
luogo_pub,MILANO
editore,MASSIMO
data_pub,COPYRIGHT 1989
volume,2025-01-01 00:00:00
pagine,454
formato,23.5
collezion,"PROBLEMI,SISTEMI,FILOSOFI"
data_crea,2003-01-04 00:00:00
n_scheda,41156
segnatura,SR
noName,110 R
cod_sez,FL
n_s_sez,23
autore,"VANNI ROVIGHI, SOFIA"
edizione,I
luogo_pub,MILANO
editore,VITA E PENSIERO
data_pub,COPYRIGHT 1986
volume,2025-01-01 00:00:00
pagine,170
formato,21
collezion,FILOSOFIA E DIO
data_crea,2003-01-04 00:00:00
n_scheda,41155
segnatura,SR
noName,109.7 W
cod_sez,FL
n_s_sez,23
autore,"WINSNES, A.H."
collabor,A.MOTZFELDT
edizione,I
luogo_pub,TORINO
editore,SEI
data_pub,COPYRIGHT 1960
volume,2025-01-01 00:00:00
pagine,251
formato,22
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41154
segnatura,SR
noName,109.7 R1
cod_sez,FL
n_s_sez,23
autore,"ROSSI, PIETRO, ED."
edizione,I
luogo_pub,TORINO
editore,LOESCHER
data_pub,COPYRIGHT 1972
volume,2025-01-01 00:00:00
pagine,213
formato,19
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41153
segnatura,SR
noName,109.7 R
cod_sez,FL
n_s_sez,23
autore,"RENSI, GIUSEPPE"
edizione,I
luogo_pub,MILANO
editore,BOCCA
data_pub,COPYRIGHT 1939
volume,2025-01-01 00:00:00
pagine,192
formato,21
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41152
segnatura,SR
noName,109.7 O
cod_sez,FL
n_s_sez,23
autore,"OLGIATI, FRANCESCO"
edizione,I
luogo_pub,MILANO
editore,VITA E PENSIERO
data_pub,COPYRIGHT 1953
volume,2025-01-01 00:00:00
pagine,397
formato,20
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41151
segnatura,SR
noName,109.7 M1
cod_sez,FL
n_s_sez,23
autore,"MASSOLO, ARTURO"
edizione,I
luogo_pub,FIRENZE
editore,VALLECCHI
data_pub,COPYRIGHT 1973
volume,2025-01-01 00:00:00
pagine,286
formato,18
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41150
segnatura,SR
noName,109.7 M
cod_sez,FL
n_s_sez,23
autore,"MARTINETTI, PIERO"
edizione,N. ED.
luogo_pub,MILANO
editore,FELTRINELLI
data_pub,COPYRIGHT 1968
volume,2025-01-01 00:00:00
pagine,309
formato,19.5
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41149
segnatura,SR
noName,109.7 C
cod_sez,FL
n_s_sez,23
autore,"CROCE, BENEDETTO"
edizione,III
luogo_pub,BARI
editore,LATERZA
data_pub,COPYRIGHT 1973
volume,2025-01-01 00:00:00
pagine,321
formato,18
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41148
segnatura,SR
noName,109.7 AV
cod_sez,FL
n_s_sez,23
collabor,A.V.
edizione,I
luogo_pub,TORINO
editore,E.R.I.
data_pub,COPYRIGHT 1954
volume,2025-01-01 00:00:00
pagine,149
formato,21
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41147
segnatura,SR
noName,109.7 A2
cod_sez,FL
n_s_sez,23
autore,ABBATE MICHELE
edizione,III
luogo_pub,TORINO
editore,EINAUDI
data_pub,COPYRIGHT 1973
volume,2025-01-01 00:00:00
pagine,274
formato,18
collezion,CRITICA FILOSOFICA
data_crea,2003-01-04 00:00:00
n_scheda,41146
segnatura,SR
noName,109.7 A1
cod_sez,FL
n_s_sez,23
autore,"DALL'ASTA, GIUSEPPE"
edizione,I
luogo_pub,MESSINA
editore,D'ANNA
data_pub,COPYRIGHT 1974
volume,2025-01-01 00:00:00
pagine,378
formato,21
collezion,CLASSICI DELLA FILOSOFIA CON INQUADRAMENTO STORICO
data_crea,2003-01-04 00:00:00
n_scheda,41145
segnatura,SR
noName,103 P
cod_sez,FL
n_s_sez,1
autore,"PRETI, GIULIO"
